Company Rate,Company Name,Title,Location,Salary,Staus,Post Date,Job Link
4.1,Guardant Health,"Bioinformatics Scientist I, LUNAR Data Analyst (Seattle, WA or Redwood City, CA)","Seattle, WA",$79K - $129K (Glassdoor est.),Hiring Surge,10/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=821&ao=1136006&s=58&guid=00000178a486c5dea018232b22fe8d3f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c94efe02&cb=1617667999490&jobListingId=4027758917
,Datasync Techonlogies Inc,Big Data Engineer BDE21-1,"Tysons Corner, VA",,New,02/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=822&ao=1091461&s=58&guid=00000178a486c5dea018232b22fe8d3f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_84b7164e&cb=1617667999490&jobListingId=3817895421
4.4,Frederick National Laboratories,Scientist I - Structural Biologist (REQ1709),"Frederick, MD",,,31/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=823&ao=1044074&s=58&guid=00000178a486c5dea018232b22fe8d3f&src=GD_JOB_AD&t=SR&vt=w&cs=1_ab682274&cb=1617667999490&jobListingId=4020466752
3.8,Thermo Fisher Scientific,QC Scientist I,"Greenville, NC",,,01/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=824&ao=133879&s=58&guid=00000178a486c5dea018232b22fe8d3f&src=GD_JOB_AD&t=SR&vt=w&cs=1_b80a3577&cb=1617667999490&jobListingId=4021468339
4.0,Astrix Technology Group,Bioinformatics Scientist I,"Temple City, CA",$61K - $101K (Glassdoor est.),,23/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=825&ao=1044076&s=58&guid=00000178a486c5dea018232b22fe8d3f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3bb263b9&cb=1617667999490&jobListingId=4039994410
4.1,Kaiser Permanente,Clinical Lab Scientist Entry Level,"Richmond, CA",,,10/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=826&ao=133520&s=58&guid=00000178a486c5dea018232b22fe8d3f&src=GD_JOB_AD&t=SR&vt=w&cs=1_a308cdab&cb=1617667999490&jobListingId=3822523400
3.8,FIS Global,"Statistician-Data Analyst I, FIS University Program","Woodbury, MN",$36K - $62K (Glassdoor est.),,10/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=827&ao=839935&s=58&guid=00000178a486c5dea018232b22fe8d3f&src=GD_JOB_AD&t=SR&vt=w&cs=1_e1dda50b&cb=1617667999490&jobListingId=3821757546
3.3,"Meso Scale Diagnostics, LLC.",Bioanalytical Scientist I,Remote,,,26/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=828&ao=1136006&s=58&guid=00000178a486c5dea018232b22fe8d3f&src=GD_JOB_AD&t=SR&vt=w&cs=1_246fb37f&cb=1617667999491&jobListingId=4014564881
,"Northeast Technical Services, Inc.",Field Scientist (Entry Level),"Virginia, MN",,New,02/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=829&ao=1136006&s=58&guid=00000178a486c5dea018232b22fe8d3f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cf59abff&cb=1617667999491&jobListingId=4051464779
3.9,Charles River Analytics,"Scientist, Artificial Intelligence (AI) / Machine Learning (ML) – Summer 2021","Cambridge, MA",,,09/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=830&ao=8095&s=58&guid=00000178a486c5dea018232b22fe8d3f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b4834cb4&cb=1617667999491&jobListingId=3794765329
4.0,LexisNexis Legal & Professional,Data Engineer 1,"Alpharetta, GA",$59K - $117K (Glassdoor est.),,26/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=901&ao=242900&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_a759cf2e&cb=1617668045529&jobListingId=4015276399
4.2,PCS Global Tech,Junior Data Engineer / Entry Level Opportunities,"Wayne, PA",$39K - $75K (Glassdoor est.),New,02/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=902&ao=1091454&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_527ebcfc&cb=1617668045531&jobListingId=4022779869
3.4,Excel Environmental Resources,Entry Level Geologist or Environmental Scientist,"North Brunswick, NJ",,Hot,17/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=903&ao=1136006&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_cd61a68f&cb=1617668045531&jobListingId=3667272566
4.1,NeoGenomics Laboratories,Research Scientist I,"San Diego, CA",$49K - $108K (Glassdoor est.),,19/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=904&ao=1136006&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_dfe7da6e&cb=1617668045532&jobListingId=3804300326
4.1,Boehringer Ingelheim,"Scientist I, Immunopharmacology/Toxicology (BS Level)","Ridgefield, CT",$36K - $77K (Glassdoor est.),,,https://www.glassdoor.com/partner/jobListing.htm?pos=905&ao=1044074&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_34f54d4d&cb=1617668045532&jobListingId=4040589278
3.5,ChemImage Corporation,Scientist I,"Pittsburgh, PA",,,26/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=906&ao=1091461&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5d85f5ec&cb=1617668045532&jobListingId=4014496951
3.6,Revance Therapeutics,Research Scientist I/II,"Newark, CA",$65K - $136K (Glassdoor est.),,01/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=907&ao=1136006&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_e70a38ed&cb=1617668045532&jobListingId=4048817900
3.4,Charles River Laboratories,"Research Scientist 1, Toxicology","Shrewsbury, MA",$48K - $106K (Glassdoor est.),Hiring Surge,22/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=908&ao=1044074&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_659b9742&cb=1617668045532&jobListingId=4010461707
3.5,Acumen,Data Engineer I,"Burlingame, CA",$60K - $111K (Glassdoor est.),Hiring Surge,25/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=909&ao=4375&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_3bc2dc41&cb=1617668045533&jobListingId=3783611301
3.8,"PDS Tech, Inc.","Scientist I, Manufacturing","Eugene, OR",,,01/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=910&ao=1044072&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_d0a39cca&cb=1617668045533&jobListingId=4048933867
3.2,Chipton-Ross,Engineer Scientist I / QC,"Fremont, CA",,,24/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=911&ao=1136006&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_c6e61e8e&cb=1617668045533&jobListingId=3783112084
3.8,Thermo Fisher Scientific,"Scientist I, Process Science","Cambridge, MA",$36K - $78K (Glassdoor est.),New,04/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=912&ao=37049&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_98302208&cb=1617668045533&jobListingId=4024527851
3.8,Memorial Health System,Data Engineer I,"Springfield, IL",$46K - $91K (Glassdoor est.),,18/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=913&ao=469643&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0ce42e40&cb=1617668045534&jobListingId=3779580305
3.9,NanoString,"Scientist I, Tissue High-Plex Microscopy for Cancer Biomarkers","Seattle, WA",$55K - $117K (Glassdoor est.),,30/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=914&ao=8095&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_500ce576&cb=1617668045534&jobListingId=3788304085
3.9,IBM,Entry Level Associate Package Consultant - SAP Data & Analytics,"Baton Rouge, LA",$45K - $102K (Glassdoor est.),,22/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=915&ao=1136006&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_6738410b&cb=1617668045534&jobListingId=4039354576
,Unicorn Management Consultants,Environmental Project Scientist Level I,"Danbury, CT",,,15/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=916&ao=1136006&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_04df0346&cb=1617668045534&jobListingId=3662389572
3.4,BL Companies Inc,Entry Level Environmental Scientist,"Cherry Hill, NJ",$26K - $41K (Glassdoor est.),New,02/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=917&ao=1136006&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5f07f14a&cb=1617668045535&jobListingId=4050706906
4.7,Akraya Inc.,Data Engineer I : 21-00561,Washington State,,Top Company,24/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=918&ao=1136006&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_9a051629&cb=1617668045535&jobListingId=4041167463
,iVinci Health,Data Engineer I,"Boise, ID",,,29/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=919&ao=66506&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_40087c3e&cb=1617668045535&jobListingId=4045347392
3.5,"Bio-Rad Laboratories, Inc.",Manufacturing Scientist I,"Richmond, CA",$24K - $98K (Glassdoor est.),,24/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=920&ao=1136006&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_b2595d57&cb=1617668045535&jobListingId=3759426771
3.9,Pall,R&D Scientist I - Gene Therapy/Bioprocess Analytics,"Westborough, MA",$36K - $64K (Glassdoor est.),,04/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=921&ao=1136006&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_08b0a71c&cb=1617668045535&jobListingId=3820147520
3.8,Thermo Fisher - America,"Scientist I, Lab Operations","San Francisco, CA",$37K - $81K (Glassdoor est.),Actively Hiring,03/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=922&ao=1044074&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_8d7d6748&cb=1617668045536&jobListingId=4051574735
3.6,Resolution Bioscience,"Scientist I, IVD Assay Development","Kirkland, WA",,New,02/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=923&ao=66506&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_01f367f4&cb=1617668045536&jobListingId=4050547551
4.8,Nou Systems Inc,General Inquiry - Entry-level Engineer / Scientist,"Huntsville, AL",$56K - $68K (Glassdoor est.),Hot,17/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=924&ao=926135&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_90abdabb&cb=1617668045536&jobListingId=3724836552
3.2,Prescient Edge Federal,Data Engineer I,"Arlington, VA",,,18/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=925&ao=1091461&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_c1ce7c1e&cb=1617668045536&jobListingId=3670167872
3.8,BD,Analytical Scientist 1,"Warwick, RI",$47K - $81K (Glassdoor est.),,09/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=926&ao=187657&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_b4b2f8ba&cb=1617668045536&jobListingId=4026909788
,Eurofins USA Agroscience Services,Field Scientist I,"Lafayette, IN",,,30/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=927&ao=1136006&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_c0ac9330&cb=1617668045536&jobListingId=4046093151
3.4,Zotec Partners,New Grad Data Engineer,"Carmel, IN",$53K - $94K (Glassdoor est.),,26/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=928&ao=148364&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_a798643e&cb=1617668045536&jobListingId=4043783164
3.7,Vertex Pharmaceuticals Inc (US),Translational Bio-Engineering Scientist I,"Providence, RI",$69K - $134K (Glassdoor est.),Actively Hiring,29/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=929&ao=1044074&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_8011ec02&cb=1617668045537&jobListingId=3764367864
3.9,Arcadis UK,Entry Level Geologist / Environmental Scientist,"Highlands Ranch, CO",$38K - $61K (Glassdoor est.),,29/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=930&ao=3839&s=58&guid=00000178a48779f498242ecb27b6e2a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_6be86b73&cb=1617668045537&jobListingId=3631609966
3.6,Mississippi State Personnel Board,MDEQ-Environmental Scientist I,Mississippi,,,31/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1001&ao=1136006&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_bceae995&cb=1617668091991&jobListingId=4048386617
3.4,"NITTO DENKO Avecia, Inc.",AD Research Scientist I,"Marlborough, MA",$73K - $133K (Glassdoor est.),,19/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1002&ao=1136006&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_b0d4478f&cb=1617668091991&jobListingId=4036839120
3.7,Biomere,Scientist I – In Vitro,"Worcester, MA",$50K - $98K (Glassdoor est.),,18/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1003&ao=1136006&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_00b4d80d&cb=1617668091991&jobListingId=4035633014
4.0,Illumina,Integration Scientist 1,"San Diego, CA",$59K - $121K (Glassdoor est.),,17/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1004&ao=242900&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_3e7b9c7b&cb=1617668091991&jobListingId=4035426876
4.3,IGM Biosciences,Scientist I / Scientist II,"Mountain View, CA",,New,03/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1005&ao=66506&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3b10f69b&cb=1617668091991&jobListingId=4051604864
3.7,HBO Digital Products,"Software Engineer I, Data Pipeline - HBO Max","Seattle, WA",$63K - $131K (Glassdoor est.),,22/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1006&ao=433326&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_7c345c1e&cb=1617668091991&jobListingId=3756415422
,Shoreline Biosciences,Research Scientist I/II,"San Diego, CA",,New,03/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1007&ao=66506&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_12248964&cb=1617668091991&jobListingId=3818243017
4.6,Formation Environmental LLC,Entry-Level Scientist/Engineer,"Boulder, CO",,Hot,26/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1008&ao=1044077&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d8e073f7&cb=1617668091991&jobListingId=4043944644
4.2,Biogen,Engineer I /Associate Scientist II,"Cambridge, MA",$51K - $115K (Glassdoor est.),,23/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1009&ao=1136006&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_40af1fc8&cb=1617668091991&jobListingId=4040228319
,Covance by Labcorp,IHC/FISH Scientist I,"Los Angeles, CA",,,12/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1010&ao=1136006&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_a1d6fb84&cb=1617668091991&jobListingId=4000295702
2.5,State of Delaware,Environmental Scientist I,"Newark, DE",$27K - $47K (Glassdoor est.),New,02/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1011&ao=1136006&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_da020041&cb=1617668091991&jobListingId=4050752001
3.7,Vertex Pharmaceuticals Inc (US),Formulation Scientist I,"Boston, MA",$66K - $120K (Glassdoor est.),Actively Hiring,23/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1012&ao=1044074&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_484043db&cb=1617668091991&jobListingId=4010779399
4.2,Exact Sciences Corporation,Biomedical Data Engineer I,"Redwood City, CA",$65K - $117K (Glassdoor est.),,23/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1013&ao=255644&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_6a92bdcc&cb=1617668091992&jobListingId=4040186167
3.9,Citi,"Banking, Capital Markets and Advisory (BCMA) - Investment Banking, Summer Analyst: Data Science Analyst, M&A Strategic Shareholder Advisory - New York","New York, NY",$87K - $111K (Glassdoor est.),Hot,09/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1014&ao=133266&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_b84ea608&cb=1617668091992&jobListingId=3820863253
4.7,"Pestka Biomedical Laboratories, Inc.",Quality Control Scientist I,"Piscataway, NJ",,,17/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1015&ao=1136006&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_a4fa1a1e&cb=1617668091992&jobListingId=3667280076
3.6,Mount Sinai,"Data Analyst I, Neurosciences","New York, NY",$35K - $63K (Glassdoor est.),,19/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1016&ao=1136006&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_d81f86fc&cb=1617668091992&jobListingId=4037625913
5.0,Circle Pharma,"Scientist I, Pharmacology","South San Francisco, CA",$105K - $117K (Glassdoor est.),Hiring Surge,13/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1017&ao=1136006&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_24790e33&cb=1617668091992&jobListingId=3749794722
3.7,MilliporeSigma,Process Development Scientist I,"Carlsbad, CA",,,29/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1018&ao=1044074&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_3c5be0ce&cb=1617668091992&jobListingId=3812414905
4.1,Kaiser Permanente,Entry Level Clinical Laboratory Scientist/Clinical Laboratory Scientist/Sr. Clinical Laboratory Scientist,"Santa Clara, CA",$36 - $55 Per Hour(Glassdoor est.),,02/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1019&ao=37049&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_7bb723d4&cb=1617668091992&jobListingId=3817506389
4.0,Paradigm Diagnostics,Biomedical Data Engineer I,"Redwood City, CA",,,22/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1020&ao=1136006&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_84b45768&cb=1617668091993&jobListingId=4039501002
4.0,Illumina,Scientist 1 - Biochemist,"San Diego, CA",$42K - $78K (Glassdoor est.),,15/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1021&ao=876309&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_91c0f5ba&cb=1617668091993&jobListingId=3662999214
4.0,CDW,"Data Science & Analytics AI Pod - Undergraduate, Graduate & PhD Students",Remote,,Top Company,24/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1022&ao=1136006&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_d214ede4&cb=1617668091993&jobListingId=4041403830
3.4,"Yoh, A Day & Zimmermann Company",Scientist I - Analytical,"Emeryville, CA",,New,04/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1023&ao=1044074&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_968cac17&cb=1617668091994&jobListingId=4052870475
3.7,Vertex Pharmaceuticals Inc (US),Computational Genomics Research Scientist I,"Boston, MA",$87K - $151K (Glassdoor est.),Actively Hiring,10/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1024&ao=1044074&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_d854fef4&cb=1617668091994&jobListingId=4027656172
3.8,"PDS Tech, Inc.",Scientist I (Molecular Biology),"West Sacramento, CA",,,02/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1025&ao=1044072&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_7bbe1b2e&cb=1617668091994&jobListingId=4051275075
3.4,State of Louisiana,ENVIRONMENTAL SCIENTIST 1/2/3,"Lake Charles, LA",$28K - $49K (Glassdoor est.),,01/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1026&ao=928437&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_9e70e403&cb=1617668091994&jobListingId=4050127950
4.0,ArcBest,Data Solutions - Data Engineer I,"Fort Smith, AR",$65K - $103K (Glassdoor est.),,09/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1027&ao=1136006&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c9736e5a&cb=1617668091994&jobListingId=3771576869
4.1,PayPal,"MTS 1, Data Engineer-1","Austin, TX",$74K - $140K (Glassdoor est.),Top Company,19/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1028&ao=1136006&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_6ace9917&cb=1617668092048&jobListingId=4037075285
3.7,FedEx Freight,61295: Ops Research Scientist I,"Harrison, AR",$52K - $107K (Glassdoor est.),,04/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1029&ao=1136006&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_b3d231f7&cb=1617668092048&jobListingId=4052468087
,Olema Oncology,"Scientist I, Biology","San Francisco, CA",,,11/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1030&ao=1136006&s=58&guid=00000178a4882eb29e88af3954537d5c&src=GD_JOB_AD&t=SR&vt=w&cs=1_8a3bf7f6&cb=1617668092048&jobListingId=3823168241
,Olema Oncology,"Scientist I, Biology","San Francisco, CA",,,11/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1101&ao=1136006&s=58&guid=00000178a488e1f6b6a74966020a37e7&src=GD_JOB_AD&t=SR&vt=w&cs=1_796b5e12&cb=1617668137714&jobListingId=3823168241
2.7,GeneDx,"Scientist I, R&D","Gaithersburg, MD",$35K - $80K (Glassdoor est.),,01/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1102&ao=1091461&s=58&guid=00000178a488e1f6b6a74966020a37e7&src=GD_JOB_AD&t=SR&vt=w&cs=1_c89e1256&cb=1617668137715&jobListingId=3816338037
3.5,"OneAmerica Financial Partners, Inc",DATA ENGINEER I,"Indianapolis, IN",$56K - $95K (Glassdoor est.),,23/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1103&ao=1136006&s=58&guid=00000178a488e1f6b6a74966020a37e7&src=GD_JOB_AD&t=SR&vt=w&cs=1_3642538f&cb=1617668137716&jobListingId=4040787377
4.0,AbbVie,"Scientist I, Bioprocess Development","Worcester, MA",$72K - $139K (Glassdoor est.),,22/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1104&ao=135220&s=58&guid=00000178a488e1f6b6a74966020a37e7&src=GD_JOB_AD&t=SR&vt=w&cs=1_cc07fc22&cb=1617668137717&jobListingId=3806850813
4.0,PPD,ENTRY LEVEL SCIENTIST - BIOPHARMACEUTICALS,"Middleton, WI",$31K - $58K (Glassdoor est.),,23/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1105&ao=1136006&s=58&guid=00000178a488e1f6b6a74966020a37e7&src=GD_JOB_AD&t=SR&vt=w&cs=1_06d81607&cb=1617668137718&jobListingId=4011873273
3.9,Cepheid,,"Sunnyvale, CA",$52K - $114K (Glassdoor est.),,19/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1106&ao=618763&s=58&guid=00000178a488e1f6b6a74966020a37e7&src=GD_JOB_AD&t=SR&vt=w&cs=1_4c073285&cb=1617668137718&jobListingId=4007433737
4.4,"RSI EnTech, LLC",Environmental Scientist (Entry-level),"Oak Ridge, TN",,,31/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1107&ao=4373&s=58&guid=00000178a488e1f6b6a74966020a37e7&src=GD_JOB_AD&t=SR&vt=w&cs=1_02520a3b&cb=1617668137719&jobListingId=4048318924
3.2,Talon/LPE,Environmental Scientist I,"San Antonio, TX",$27K - $43K (Glassdoor est.),,17/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1108&ao=1136006&s=58&guid=00000178a488e1f6b6a74966020a37e7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e6de8e47&cb=1617668137719&jobListingId=4034770501
4.0,Nurix,"Scientist I, Medicinal Chemistry","San Francisco, CA",,Hiring Surge,02/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1109&ao=8095&s=58&guid=00000178a488e1f6b6a74966020a37e7&src=GD_JOB_AD&t=SR&vt=w&cs=1_cca2c615&cb=1617668137720&jobListingId=4051385226
